code,parent_code,name,medical_reasoning,possibility
3B64.10,3B64,Immune thrombocytopenic purpura,"The available features include platelet count (LBXPLTSI) and mean platelet volume (LBXMPSI), which are critical for screening immune thrombocytopenic purpura (ITP). Additionally, white blood cell count (LBXWBCSI) and hemoglobin (LBXHGB) can help rule out other causes of thrombocytopenia.",Possible
3B64.11,3B64,Secondary thrombocytopenic purpura,"The available features include platelet count (LBXPLTSI) and mean platelet volume (LBXMPSI), which are critical for assessing thrombocytopenia. Additionally, white blood cell count (LBXWBCSI) and hemoglobin (LBXHGB) can help evaluate underlying causes of secondary thrombocytopenic purpura. However, the absence of specific features related to the underlying causes (e.g., liver function tests, autoimmune markers) limits the depth of assessment. Nonetheless, the key hematological parameters allow for a reasonable screening approach.",Possible
3B64.12,3B64,Drug-induced thrombocytopenic purpura,"The available features include platelet count (LBXPLTSI) and mean platelet volume (LBXMPSI), which are critical for assessing thrombocytopenia. Additionally, the white blood cell count (LBXWBCSI) and other hematological parameters can help rule out other causes of thrombocytopenia, thus enabling a screening approach for drug-induced thrombocytopenic purpura.",Possible
3B64.13,3B64,Alloimmune thrombocytopenia,"Alloimmune thrombocytopenia requires specific tests for platelet antibodies or HLA typing, which are not included in the available features. The listed features do not provide sufficient hematological signals to screen for this condition effectively.",Not Possible
3B64.14,3B64,Thrombotic thrombocytopenic purpura,"Key diagnostic features for thrombotic thrombocytopenic purpura (TTP) such as ADAMTS13 activity and inhibitor levels are missing. While platelet count and LDH levels can provide some information, they are insufficient for a reliable screening or likelihood assessment of TTP.",Not Possible
3B64.1Y,3B64,Other specified acquired thrombocytopenia,"The available features include platelet count (LBXPLTSI) and mean platelet volume (LBXMPSI), which are critical for assessing thrombocytopenia. Additionally, the complete blood count parameters (e.g., white blood cell count, hemoglobin) can help rule out other causes of thrombocytopenia, thus enabling a meaningful screening approach.",Possible
3B64.Z,3B64,"(Thrombocytopenia, unspecified)","The available features include platelet count (LBXPLTSI) and mean platelet volume (LBXMPSI), which are critical for assessing thrombocytopenia. Additionally, the complete blood count parameters (WBC, RBC, hemoglobin, hematocrit) provide context for the overall hematologic status, allowing for a meaningful screening approach.",Possible
3B65,3B65,"(Thrombotic microangiopathy, not elsewhere classified)","Key signals for thrombotic microangiopathy, such as ADAMTS13 activity, specific markers of hemolysis (e.g., haptoglobin, schistocytes), and renal function indicators (e.g., creatinine clearance) are missing. The available features do not provide sufficient information to screen or assess likelihood effectively.",Not Possible
3B6Y,3B6Y,"(Other specified coagulation defects, purpura or other haemorrhagic or related conditions)","Key signals for screening coagulation defects, such as specific coagulation factor levels (e.g., factor VIII, factor IX), platelet function tests, or genetic markers, are missing. The available features do not provide sufficient information to assess coagulation status or bleeding risk.",Not Possible
3B6Z,3B6Z,"(Coagulation defects, purpura or other haemorrhagic or related conditions, unspecified)","The available features include key hematological parameters such as platelet count (LBXPLTSI), hemoglobin (LBXHGB), and white blood cell count (LBXWBCSI), which can help assess coagulation defects and bleeding disorders. However, the absence of specific coagulation factors or tests (e.g., PT, aPTT, or specific factor assays) limits the ability to fully characterize the coagulation status. Nonetheless, the existing features can provide a reasonable basis for screening and assessing likelihood.",Possible
3B80.0,3B80,Splenomegaly in storage diseases,"Key signals for screening splenomegaly in storage diseases, such as imaging studies (ultrasound, CT) or specific biomarkers related to storage diseases (e.g., enzyme levels, genetic markers), are missing. The available hematological features do not provide sufficient specificity or sensitivity for this condition.",Not Possible
3B81.0,3B81,Tumour-like conditions of spleen,"Tumour-like conditions of the spleen typically require imaging studies (e.g., ultrasound, CT scan) or histological examination for diagnosis, which are not available in the listed NHANES features. The available hematological parameters do not provide sufficient specificity or sensitivity for screening this condition.",Not Possible
3B81.1,3B81,Postsurgical asplenia,"Key signals for assessing postsurgical asplenia, such as immunological markers (e.g., antibody levels, specific infections susceptibility) and clinical history of splenectomy, are missing. The available hematological features do not provide sufficient information to screen for this condition.",Not Possible
3B81.2,3B81,Atrophy of spleen,"Atrophy of the spleen is typically assessed through imaging studies (e.g., ultrasound, CT scan) and may involve specific laboratory tests for underlying causes (e.g., autoimmune markers, infections). The available NHANES features do not include imaging or specific markers that would indicate splenic atrophy, making screening not feasible.",Not Possible
3B81.3,3B81,Nontraumatic laceration or rupture of spleen,"Key signals such as imaging studies (e.g., ultrasound or CT scan) to identify splenic laceration or rupture are missing, as well as clinical history and physical examination findings that are critical for diagnosis.",Not Possible
3B81.4,3B81,Splenosis,"Splenosis typically requires imaging studies (e.g., ultrasound, CT scan) or surgical findings for diagnosis, which are not available in the listed NHANES features. The available hematological parameters do not provide sufficient diagnostic signals for screening or likelihood assessment of splenosis.",Not Possible
3B81.5,3B81,Splenic cyst or pseudocyst,"Key imaging features (e.g., ultrasound or CT scans) necessary for diagnosing splenic cysts or pseudocysts are not available in the listed NHANES features.",Not Possible
3B81.50,3B81,Pseudocyst of spleen,"Key imaging studies (e.g., ultrasound or CT scan) and clinical history are essential for diagnosing splenic pseudocysts, which are not represented in the available features.",Not Possible
3B81.51,3B81,Epithelial cyst of spleen,"Epithelial cysts of the spleen typically require imaging studies (e.g., ultrasound, CT scan) for diagnosis, which are not included in the available NHANES features. The listed features do not provide sufficient information to screen or assess the likelihood of this condition.",Not Possible
3B81.5Y,3B81,Other specified splenic cyst,"Essential imaging studies (e.g., ultrasound or CT scan) to identify and characterize splenic cysts are not included in the available features, making screening for this condition unfeasible.",Not Possible
3B81.5Z,3B81,"(Splenic cyst, unspecified)",Key imaging features or specific markers for splenic cysts are missing; available features do not provide sufficient diagnostic information to screen for splenic cysts.,Not Possible
3B81.6,3B81,Infarction of spleen,"Key signals for screening splenic infarction, such as imaging studies (e.g., ultrasound, CT scan) and specific clinical history (e.g., sickle cell disease, thrombosis), are missing. The available hematological features do not provide sufficient specificity or sensitivity to effectively screen for splenic infarction.",Not Possible
3B81.7,3B81,Infection of spleen,"The available features include key hematological parameters such as white blood cell count (LBXWBCSI), lymphocyte percent (LBXLYPCT), and neutrophil percent (LBXNEPCT), which can indicate infection or inflammation, including splenic infections. These features can help assess the likelihood of an infection of the spleen, enriching disease prevalence beyond base rate. However, imaging or specific microbiological tests are not available, which limits definitive diagnosis but does not preclude screening.",Possible
3B81.70,3B81,Acute septic splenitis,"Key features such as white blood cell count (LBXWBCSI), lymphocyte percent (LBXLYPCT), and neutrophil percent (LBXNEPCT) can indicate infection and inflammatory response, which are relevant for screening acute septic splenitis. However, the absence of specific imaging or microbiological data limits definitive diagnosis but does not preclude screening based on hematological parameters.",Possible
3B81.71,3B81,Abscess of spleen,"Key diagnostic features such as imaging studies (e.g., ultrasound or CT scan) to visualize the spleen and confirm the presence of an abscess are missing. Additionally, specific laboratory tests for infection or inflammation (e.g., cultures, specific inflammatory markers) are not included, which are essential for screening this condition.",Not Possible
3B81.7Y,3B81,Other specified infection of spleen,"The available features include key hematological parameters such as white blood cell count (LBXWBCSI), lymphocyte percent (LBXLYPCT), and monocyte percent (LBXMOPCT), which can indicate infection and immune response. These features can help in screening for infections, including those affecting the spleen, by assessing leukocytosis or changes in lymphocyte and monocyte populations.",Possible
3B81.7Z,3B81,"(Infection of spleen, unspecified)","The available features include key hematological parameters such as white blood cell count (LBXWBCSI), lymphocyte percent (LBXLYPCT), and monocyte percent (LBXMOPCT), which can indicate infection or inflammation, thus supporting the screening for splenic infections. However, imaging or specific microbiological tests are not available, which limits definitive diagnosis.",Possible
3B81.8,3B81,Torsion of spleen,"Torsion of the spleen typically requires imaging studies (e.g., ultrasound, CT scan) for diagnosis, which are not included in the available features. The listed features primarily assess hematological and biochemical parameters, which are insufficient for screening or assessing the likelihood of splenic torsion.",Not Possible
3B81.9,3B81,Fibrosis of spleen,"Key signals for screening fibrosis of the spleen, such as imaging studies (e.g., ultrasound, CT scan) or specific biomarkers (e.g., liver function tests indicating portal hypertension), are missing. The available hematological features do not provide sufficient information to assess splenic fibrosis.",Not Possible
3B81.A,3B81,Perisplenitis,"Perisplenitis typically requires imaging studies (e.g., ultrasound or CT scan) to assess splenic inflammation or enlargement, which are not available in the listed features. Additionally, specific clinical symptoms and laboratory tests related to splenic function or infection are also missing.",Not Possible
3B81.B,3B81,Hypersplenism,"Key hematological features such as white blood cell count (LBXWBCSI), red blood cell count (LBXRBCSI), hemoglobin (LBXHGB), hematocrit (LBXHCT), and platelet count (LBXPLTSI) are available, which can help assess splenic function and potential hypersplenism. However, the absence of direct measures of splenic size or function limits the assessment.",Possible
3B81.C,3B81,Chronic congestive splenomegaly,"Chronic congestive splenomegaly requires imaging studies (e.g., ultrasound, CT) or specific biomarkers (e.g., portal hypertension indicators) to assess splenic size and function, which are not available in the listed features.",Not Possible
3B81.Y,3B81,Other specified acquired disorders of spleen,"Key signals such as imaging studies (e.g., ultrasound or CT scan) to assess spleen size and morphology, or specific laboratory tests for splenic function and disorders (e.g., specific markers for hypersplenism or splenic sequestration) are missing.",Not Possible
3B81.Z,3B81,"(Acquired disorders of spleen, unspecified)","The available features include key hematological parameters such as white blood cell count (LBXWBCSI), lymphocyte percent (LBXLYPCT), and lactate dehydrogenase (LBXSLDSI), which can indicate splenic dysfunction or hematological abnormalities associated with acquired disorders of the spleen. However, the absence of imaging or specific splenic function tests limits the assessment's comprehensiveness.",Possible
3B8Z,3B8Z,"(Diseases of spleen, unspecified)","The available features include complete blood count parameters (WBC, lymphocytes, monocytes, neutrophils, eosinophils, basophils, hemoglobin, hematocrit, and platelet counts) which can indicate splenic function or dysfunction. These hematological parameters can help identify conditions related to splenic diseases, such as hypersplenism or splenic sequestration, thus allowing for a meaningful screening approach.",Possible
3C0Y,3C0Y,Other specified diseases of the blood or blood-forming organs,"The available features include key hematological parameters such as white blood cell count, red blood cell count, hemoglobin, hematocrit, and various white blood cell differentials (lymphocytes, monocytes, neutrophils, eosinophils, basophils). These features can help identify abnormalities in blood cell production and function, which are essential for screening various blood disorders.",Possible
3C0Z,3C0Z,"(Diseases of the blood or blood-forming organs, unspecified)","The available features include key hematological parameters such as white blood cell count, red blood cell count, hemoglobin, hematocrit, and platelet count, which are essential for screening various blood disorders. These features can help identify abnormalities indicative of diseases of the blood or blood-forming organs.",Possible
